#RANK	ID	GENE_SYMBOL	ENTREZ_GENE_ID	MOI	P-VALUE	EXOMISER_GENE_COMBINED_SCORE	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
24	NSL1_AR	NSL1	25936	AR	0.8697	0.0003	0.5020	0.0000	0.0000	0.0000	0.0000	0.5020	0.5020	1.0000	0				Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	ZWILCH_AD	ZWILCH	55055	AD	0.8697	0.0003	0.5020	0.0000	0.0000	0.2039	0.0000	0.5020	0.5020	1.0000	0		Short stature (HP:0004322)-abnormal embryo size (MP:0001697), 		Proximity to MAD1L1 associated with Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition (OMIM:620189): Nephrocalcinosis (HP:0000121)-Cervix cancer (HP:0030079), Rhabdomyosarcoma (HP:0002859)-Embryonal rhabdomyosarcoma (HP:0006743), 	Proximity to MAD1L1 Rhabdomyosarcoma (HP:0002859)-increased rhabdomyosarcoma incidence (MP:0002036), Skeletal muscle atrophy (HP:0003202)-increased rhabdomyosarcoma incidence (MP:0002036), 	Proximity to MAD1L1 Failure to thrive (HP:0001508)-habituation decreased rate, abnormal (ZP:0138053), 
24	ZWILCH_AR	ZWILCH	55055	AR	0.8697	0.0003	0.5020	0.0000	0.0000	0.2039	0.0000	0.5020	0.5020	1.0000	0		Short stature (HP:0004322)-abnormal embryo size (MP:0001697), 		Proximity to MAD1L1 associated with Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition (OMIM:620189): Nephrocalcinosis (HP:0000121)-Cervix cancer (HP:0030079), Rhabdomyosarcoma (HP:0002859)-Embryonal rhabdomyosarcoma (HP:0006743), 	Proximity to MAD1L1 Rhabdomyosarcoma (HP:0002859)-increased rhabdomyosarcoma incidence (MP:0002036), Skeletal muscle atrophy (HP:0003202)-increased rhabdomyosarcoma incidence (MP:0002036), 	Proximity to MAD1L1 Failure to thrive (HP:0001508)-habituation decreased rate, abnormal (ZP:0138053), 
24	TTK_AD	TTK	7272	AD	0.8699	0.0003	0.5017	0.0000	0.0000	0.0000	0.0000	0.5017	0.5017	1.0000	0				Proximity to MAD1L1 associated with Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition (OMIM:620189): Nephrocalcinosis (HP:0000121)-Cervix cancer (HP:0030079), Rhabdomyosarcoma (HP:0002859)-Embryonal rhabdomyosarcoma (HP:0006743), 	Proximity to MAD1L1 Rhabdomyosarcoma (HP:0002859)-increased rhabdomyosarcoma incidence (MP:0002036), Skeletal muscle atrophy (HP:0003202)-increased rhabdomyosarcoma incidence (MP:0002036), 	Proximity to MAD1L1 Failure to thrive (HP:0001508)-habituation decreased rate, abnormal (ZP:0138053), 
24	SPC25_AD	SPC25	57405	AD	0.8699	0.0003	0.5016	0.0000	0.0000	0.0000	0.0000	0.5016	0.5016	1.0000	0				Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	SPC25_AR	SPC25	57405	AR	0.8699	0.0003	0.5016	0.0000	0.0000	0.0000	0.0000	0.5016	0.5016	1.0000	0				Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
24	TRIP13_AD	TRIP13	9319	AD	0.8709	0.0003	0.5002	0.0000	0.8035	0.3811	0.0000	0.5002	0.8035	1.0000	0	Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-impaired ovarian folliculogenesis (MP:0001129), Small for gestational age (HP:0001518)-arrest of male meiosis (MP:0008261), Premature birth (HP:0001622)-arrest of male meiosis (MP:0008261), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-decreased body size (MP:0001265), 		Proximity to KLHL41 associated with Severe congenital nemaline myopathy (ORPHA:171430): Nephrocalcinosis (HP:0000121)-Hypospadias (HP:0000047), Premature birth (HP:0001622)-Premature birth (HP:0001622), Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), 	Proximity to KLHL41 Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-slow postnatal weight gain (MP:0008489), Premature birth (HP:0001622)-slow postnatal weight gain (MP:0008489), Rhabdomyosarcoma (HP:0002859)-myopathy (MP:0000751), Skeletal muscle atrophy (HP:0003202)-myopathy (MP:0000751), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 	Proximity to KLHL41 Rhabdomyosarcoma (HP:0002859)-skeletal muscle refractivity, abnormal (ZP:0004710), Skeletal muscle atrophy (HP:0003202)-skeletal muscle decreased size, abnormal (ZP:0004709), Short stature (HP:0004322)-whole organism decreased thickness, abnormal (ZP:0001090), 
56	MAD2L2_AD	MAD2L2	10459	AD	0.9392	0.0000	0.2697	0.0000	0.5238	0.5394	0.0000	0.5015	0.5394	0.5000	0	Fanconi anemia (ORPHA:84): Nephrocalcinosis (HP:0000121)-Abnormal renal morphology (HP:0012210), Failure to thrive (HP:0001508)-Weight loss (HP:0001824), Small for gestational age (HP:0001518)-Weight loss (HP:0001824), Premature birth (HP:0001622)-Oligohydramnios (HP:0001562), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-decreased fetal size (MP:0004200), Skeletal muscle atrophy (HP:0003202)-decreased body size (MP:0001265), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 		Proximity to MAD1L1 associated with Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition (OMIM:620189): Nephrocalcinosis (HP:0000121)-Cervix cancer (HP:0030079), Rhabdomyosarcoma (HP:0002859)-Embryonal rhabdomyosarcoma (HP:0006743), 	Proximity to MAD1L1 Rhabdomyosarcoma (HP:0002859)-increased rhabdomyosarcoma incidence (MP:0002036), Skeletal muscle atrophy (HP:0003202)-increased rhabdomyosarcoma incidence (MP:0002036), 	Proximity to MAD1L1 Failure to thrive (HP:0001508)-habituation decreased rate, abnormal (ZP:0138053), 
56	CENPJ_AD	CENPJ	55835	AD	0.9397	0.0000	0.2676	0.0000	0.5317	0.5352	0.0000	0.5244	0.5352	0.5000	0	?Seckel syndrome 4 (OMIM:613676): Failure to thrive (HP:0001508)-Severe failure to thrive (HP:0001525), Small for gestational age (HP:0001518)-Decreased body weight (HP:0004325), Short stature (HP:0004322)-Severe short stature (HP:0003510), 	Failure to thrive (HP:0001508)-postnatal growth retardation (MP:0001732), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-delayed sexual maturation (MP:0001938), Rhabdomyosarcoma (HP:0002859)-abnormal myocardial fiber morphology (MP:0000278), Skeletal muscle atrophy (HP:0003202)-abnormal myocardial fiber morphology (MP:0000278), Short stature (HP:0004322)-delayed sexual maturation (MP:0001938), 		Proximity to WDR62 associated with Microcephaly 2, primary, autosomal recessive, with or without cortical malformations (OMIM:604317): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to WDR62 Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	
56	CDK5RAP2_AD	CDK5RAP2	55755	AD	0.9409	0.0000	0.2629	0.0000	0.4317	0.4261	0.0000	0.5258	0.5258	0.5000	0	Autosomal recessive primary microcephaly (ORPHA:2512): Nephrocalcinosis (HP:0000121)-Unilateral renal agenesis (HP:0000122), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 		Proximity to WDR62 associated with Microcephaly 2, primary, autosomal recessive, with or without cortical malformations (OMIM:604317): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to WDR62 Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	
56	CEP152_AD	CEP152	22995	AD	0.9409	0.0000	0.2628	0.0000	0.4631	0.0000	0.0000	0.5256	0.5256	0.5000	0	Seckel syndrome (ORPHA:808): Failure to thrive (HP:0001508)-Cachexia (HP:0004326), Small for gestational age (HP:0001518)-Cachexia (HP:0004326), Short stature (HP:0004322)-Short stature (HP:0004322), 			Proximity to WDR62 associated with Microcephaly 2, primary, autosomal recessive, with or without cortical malformations (OMIM:604317): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to WDR62 Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	
56	STIL_AD	STIL	6491	AD	0.9410	0.0000	0.2625	0.0000	0.5564	0.0000	0.2583	0.5249	0.5564	0.5000	0	Alobar holoprosencephaly (ORPHA:93925): Nephrocalcinosis (HP:0000121)-Abnormality of the genitourinary system (HP:0000119), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Skeletal muscle atrophy (HP:0003202)-Flexion contracture (HP:0001371), Short stature (HP:0004322)-Short stature (HP:0004322), 		Short stature (HP:0004322)-whole organism decreased size, abnormal (ZP:0000324), 	Proximity to WDR62 associated with Microcephaly 2, primary, autosomal recessive, with or without cortical malformations (OMIM:604317): Nephrocalcinosis (HP:0000121)-Cryptorchidism (HP:0000028), Failure to thrive (HP:0001508)-Failure to thrive (HP:0001508), Small for gestational age (HP:0001518)-Failure to thrive (HP:0001508), Premature birth (HP:0001622)-Premature birth (HP:0001622), 	Proximity to WDR62 Nephrocalcinosis (HP:0000121)-small kidney (MP:0002989), Skeletal muscle atrophy (HP:0003202)-small kidney (MP:0002989), Short stature (HP:0004322)-small kidney (MP:0002989), 	
56	MCPH1_AD	MCPH1	79648	AD	0.9427	0.0000	0.2557	0.0000	0.4317	0.4543	0.0000	0.5114	0.5114	0.5000	0	Autosomal recessive primary microcephaly (ORPHA:2512): Nephrocalcinosis (HP:0000121)-Unilateral renal agenesis (HP:0000122), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased body weight (MP:0001262), Small for gestational age (HP:0001518)-decreased body weight (MP:0001262), Premature birth (HP:0001622)-arrest of male meiosis (MP:0008261), Skeletal muscle atrophy (HP:0003202)-decreased body weight (MP:0001262), Short stature (HP:0004322)-decreased body weight (MP:0001262), 		Proximity to NCAPD3 associated with Microcephaly 22, primary, autosomal recessive (OMIM:617984): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Skeletal muscle atrophy (HP:0003202)-Limb hypertonia (HP:0002509), Short stature (HP:0004322)-Short stature (HP:0004322), 		
56	CHEK1_AR	CHEK1	1111	AR	0.9436	0.0000	0.2526	0.0000	0.3382	0.0000	0.1941	0.5052	0.5052	0.5000	0	Oocyte/zygote/embryo maturation arrest 21 (OMIM:620610): Nephrocalcinosis (HP:0000121)-Female infertility (HP:0008222), Premature birth (HP:0001622)-Zygotic cleavage failure (HP:0033336), 		Short stature (HP:0004322)-embryo development delayed, abnormal (ZP:0000594), 	Proximity to FANCE associated with Fanconi anemia, complementation group E (OMIM:600901): Nephrocalcinosis (HP:0000121)-Duplicated collecting system (HP:0000081), Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Premature birth (HP:0001622)-Cryptorchidism (HP:0000028), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to FANCE Failure to thrive (HP:0001508)-slow postnatal weight gain (MP:0008489), Small for gestational age (HP:0001518)-slow postnatal weight gain (MP:0008489), Premature birth (HP:0001622)-slow postnatal weight gain (MP:0008489), Skeletal muscle atrophy (HP:0003202)-slow postnatal weight gain (MP:0008489), Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 	Proximity to FANCE Premature birth (HP:0001622)-male sex determination increased occurrence, abnormal (ZP:0017105), 
56	NDE1_AD	NDE1	54820	AD	0.9438	0.0000	0.2518	0.0000	0.5423	0.3049	0.0000	0.5035	0.5423	0.5000	0	Microhydranencephaly (OMIM:605013): Skeletal muscle atrophy (HP:0003202)-Skeletal muscle atrophy (HP:0003202), Short stature (HP:0004322)-Short stature (HP:0004322), 	Failure to thrive (HP:0001508)-decreased brain weight (MP:0002175), Small for gestational age (HP:0001518)-decreased brain weight (MP:0002175), Skeletal muscle atrophy (HP:0003202)-decreased brain size (MP:0000774), Short stature (HP:0004322)-decreased brain size (MP:0000774), 		Proximity to CEP57 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to CEP57 Skeletal muscle atrophy (HP:0003202)-short tail (MP:0000592), Short stature (HP:0004322)-short tail (MP:0000592), 	
56	PLK4_AD	PLK4	10733	AD	0.9438	0.0000	0.2517	0.0000	0.4631	0.2580	0.4127	0.5035	0.5035	0.5000	0	Seckel syndrome (ORPHA:808): Failure to thrive (HP:0001508)-Cachexia (HP:0004326), Small for gestational age (HP:0001518)-Cachexia (HP:0004326), Short stature (HP:0004322)-Short stature (HP:0004322), 	Skeletal muscle atrophy (HP:0003202)-decreased embryo size (MP:0001698), Short stature (HP:0004322)-decreased embryo size (MP:0001698), 	Failure to thrive (HP:0001508)-developmental growth delayed, abnormal (ZP:0003081), Small for gestational age (HP:0001518)-developmental growth delayed, abnormal (ZP:0003081), Short stature (HP:0004322)-developmental growth delayed, abnormal (ZP:0003081), 	Proximity to CEP57 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to CEP57 Skeletal muscle atrophy (HP:0003202)-short tail (MP:0000592), Short stature (HP:0004322)-short tail (MP:0000592), 	
56	CENPE_AD	CENPE	1062	AD	0.9440	0.0000	0.2510	0.0000	0.6191	0.0000	0.0000	0.5020	0.6191	0.5000	0	?Microcephaly 13, primary, autosomal recessive (OMIM:616051): Failure to thrive (HP:0001508)-Small for gestational age (HP:0001518), Small for gestational age (HP:0001518)-Small for gestational age (HP:0001518), Short stature (HP:0004322)-Short stature (HP:0004322), 			Proximity to MAD1L1 associated with Mosaic variegated aneuploidy syndrome 7 with inflammation and tumor predisposition (OMIM:620189): Nephrocalcinosis (HP:0000121)-Cervix cancer (HP:0030079), Rhabdomyosarcoma (HP:0002859)-Embryonal rhabdomyosarcoma (HP:0006743), 	Proximity to MAD1L1 Rhabdomyosarcoma (HP:0002859)-increased rhabdomyosarcoma incidence (MP:0002036), Skeletal muscle atrophy (HP:0003202)-increased rhabdomyosarcoma incidence (MP:0002036), 	Proximity to MAD1L1 Failure to thrive (HP:0001508)-habituation decreased rate, abnormal (ZP:0138053), 
56	KNL1_AD	KNL1	57082	AD	0.9440	0.0000	0.2510	0.0000	0.4317	0.0000	0.0000	0.5020	0.5020	0.5000	0	Autosomal recessive primary microcephaly (ORPHA:2512): Nephrocalcinosis (HP:0000121)-Unilateral renal agenesis (HP:0000122), Short stature (HP:0004322)-Short stature (HP:0004322), 			Proximity to BUB1 associated with Mosaic variegated aneuploidy syndrome (ORPHA:1052): Nephrocalcinosis (HP:0000121)-Multicystic kidney dysplasia (HP:0000003), Premature birth (HP:0001622)-Polyhydramnios (HP:0001561), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), Skeletal muscle atrophy (HP:0003202)-Muscular dystrophy (HP:0003560), Short stature (HP:0004322)-Short stature (HP:0004322), 	Proximity to BUB1 Failure to thrive (HP:0001508)-decreased testis weight (MP:0004852), Small for gestational age (HP:0001518)-decreased testis weight (MP:0004852), Skeletal muscle atrophy (HP:0003202)-small seminiferous tubules (MP:0001153), Short stature (HP:0004322)-small seminiferous tubules (MP:0001153), 	
56	CDK1_AR	CDK1	983	AR	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
56	CHEK2_AR	CHEK2	11200	AR	1.0000	0.0000	0.0000	0.0000	0.7713	0.0000	0.0000	0.0000	0.7713	0.5000	0	Li-Fraumeni syndrome (ORPHA:524): Nephrocalcinosis (HP:0000121)-Renal neoplasm (HP:0009726), Premature birth (HP:0001622)-Choriocarcinoma (HP:0100768), Rhabdomyosarcoma (HP:0002859)-Rhabdomyosarcoma (HP:0002859), 					
